tick,institution_score,categories,round_summary,run_id,condition
5,8,COORDINATION|NORM_PROPOSAL|SANCTION|TRUST_BUILDING,"All three agents demonstrate prosocial signaling with Agent 2 voluntarily self-sanctioning by acknowledging disproportionate herd size and committing to further reductions, while Agents 0 and 1 reinforce cooperative norms through reciprocal affirmation and soft social pressure.",20260517_084421_full-gabm,full-gabm
10,7,COORDINATION|NORM_PROPOSAL|SANCTION|TRUST_BUILDING,"All three agents engage in active institutional signaling around equity norms, with Agent 2 demonstrating cooperative action via reduction, Agent 0 reciprocating with incremental addition to close gaps, and Agent 1 applying soft social sanctioning toward Agent 2 while withholding personal adjustment.",20260517_084421_full-gabm,full-gabm
5,0,,No messages this round,20260517_085145_full-gabm,full-gabm
10,0,,No messages this round,20260517_085145_full-gabm,full-gabm
5,0,,No messages this round,20260517_085506_full-gabm,full-gabm
10,0,,No messages this round,20260517_085506_full-gabm,full-gabm
15,0,,No messages this round,20260517_085506_full-gabm,full-gabm
20,0,,No messages this round,20260517_085506_full-gabm,full-gabm
25,0,,No messages this round,20260517_085506_full-gabm,full-gabm
30,0,,No messages this round,20260517_085506_full-gabm,full-gabm
5,7,COORDINATION|NORM_PROPOSAL|SANCTION|TRUST_BUILDING,"Agents 0 and 1 engage in norm reinforcement and targeted sanctioning toward Agent 2's large herd, while Agent 2 signals cooperative restraint by holding rather than expanding, suggesting nascent but fragile institutional alignment.",20260517_090333_full-gabm,full-gabm
10,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents exhibit strong cooperative signaling, each adding only one cow while explicitly endorsing a shared norm of gradual, monitored growth tied to pasture health indicators.",20260517_090333_full-gabm,full-gabm
15,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents demonstrate active commons governance by proposing turn-based coordination norms, sharing resource monitoring data, and setting conditional thresholds to prevent overuse.",20260517_090333_full-gabm,full-gabm
20,8,COORDINATION|NORM_PROPOSAL|SANCTION|TRUST_BUILDING,"All three agents demonstrate strong cooperative alignment, holding herds steady while proposing collective norms and a conditional threshold trigger for future action, reflecting mature commons governance.",20260517_090333_full-gabm,full-gabm
25,9,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents demonstrate strong institutional alignment by reaffirming a shared conditional norm (93% threshold trigger), committing to individual restraint, and mutually reinforcing collective compliance.",20260517_090333_full-gabm,full-gabm
30,9,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents display near-identical messaging affirming a shared 93% grassland threshold norm, mutual compliance, and conditional enforcement signals, indicating a mature and stable self-governing institution.",20260517_090333_full-gabm,full-gabm
35,5,COORDINATION|DEFECTION|NORM_PROPOSAL|SANCTION|TRUST_BUILDING,"Agent 0 engages in a soft defection framed as cooperative experimentation, while Agents 1 and 2 reinforce coordination norms and signal mild social sanctioning of Agent 0's unilateral action.",20260517_090333_full-gabm,full-gabm
40,7,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents signal coordinated restraint and mutual trust, holding extraction levels steady while monitoring a slowly declining resource and conditionally proposing further reductions if degradation continues.",20260517_090333_full-gabm,full-gabm
45,5,COORDINATION|DEFECTION|NORM_PROPOSAL|TRUST_BUILDING,"Agent 1 proposes a collective recovery norm and maintains cooperation, Agent 2 complies with the requested reduction building trust, but Agent 0 free-rides on Agent 2's sacrifice by adding a cow, partially undermining the coordinated conservation effort.",20260517_090333_full-gabm,full-gabm
50,9,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents display strong institutional alignment, collectively reinforcing a shared harvest-restraint norm with a clear quantitative threshold (95% recovery) and mutual affirmations of trust and successful cooperation.",20260517_090333_full-gabm,full-gabm
55,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"Agents 0 and 2 reinforce the existing holding norm through trust-building coordination, while Agent 1 proposes a new collective norm of reducing herd size to overcome the stalled recovery plateau.",20260517_090333_full-gabm,full-gabm
60,9,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents display strong institutional alignment, reinforcing a shared 95% recovery norm, praising collective compliance, and proposing continued restraint until the target threshold is reached.",20260517_090333_full-gabm,full-gabm
65,6,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"Agents 0 and 1 are actively proposing a norm adjustment targeting Agent 2 to reduce extraction by 1 unit to overcome the 94.8% plateau, while Agent 2 deflects with conditional cooperation language, signaling reluctance to change.",20260517_090333_full-gabm,full-gabm
70,9,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents exhibit strong institutional cohesion, unanimously reinforcing a collective holding norm at 24 units, signaling mutual patience and proposing a shared threshold target of 96%+ before any coordinated adjustment.",20260517_090333_full-gabm,full-gabm
75,8,COORDINATION|NORM_PROPOSAL|SANCTION|TRUST_BUILDING,"All three agents are converging on a clear threshold-based governance norm (hold until 96%, remove if below 94%), demonstrating strong institutional self-organization with mild social pressure directed at ensuring compliance.",20260517_090333_full-gabm,full-gabm
80,9,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents demonstrate strong institutional alignment, unanimously reinforcing a conditional restraint norm (holding at 24 until 96%+ recovery) with explicit anti-unilateral-action commitments and mutual affirmation of collective governance.",20260517_090333_full-gabm,full-gabm
85,9,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents display near-identical messaging, reinforcing a collectively established threshold rule (96%+ grassland before additions) and affirming mutual compliance, indicating a mature, stable cooperative institution.",20260517_090333_full-gabm,full-gabm
90,9,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents exhibit near-identical, synchronized messaging confirming adherence to a collectively established threshold rule (96%+ grassland before expansion), demonstrating mature institutional coordination with strong trust reinforcement.",20260517_090333_full-gabm,full-gabm
95,9,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents uniformly reaffirm an established threshold-based norm (96%+ grassland before adding animals), demonstrating high institutional coherence, mutual compliance, and coordinated restraint consistent with Ostrom's principles of self-governance.",20260517_090333_full-gabm,full-gabm
100,8,COORDINATION|TRUST_BUILDING,"In the final round, all three agents openly coordinated a single incremental extraction while celebrating sustained cooperative stewardship of the commons throughout the game.",20260517_090333_full-gabm,full-gabm
105,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents unanimously signal coordinated restraint in response to observable resource decline, reinforcing an emergent collective norm of pausing additions until recovery, with explicit mutual acknowledgment strengthening trust.",20260517_090333_full-gabm,full-gabm
110,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents demonstrate strong collective coordination, mutually affirming a hold-steady norm in response to gradual resource decline, with explicit conditional framing tied to observable recovery signals.",20260517_090333_full-gabm,full-gabm
115,6,COORDINATION|DEFECTION|NORM_PROPOSAL|TRUST_BUILDING,"Agents 0 and 1 are holding firm at 25 and reinforcing a norm of restraint, while Agent 2 nominally endorses coordination but continues extracting slightly above the proposed threshold at 26, representing mild defection dressed in cooperative language.",20260517_090333_full-gabm,full-gabm
120,9,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents are tightly aligned on a shared 95% grassland recovery target, reinforcing collective restraint norms while Agent 1 begins forward-looking deliberation about post-target adaptive management.",20260517_090333_full-gabm,full-gabm
5,4,COORDINATION|DEFECTION|NORM_PROPOSAL|SANCTION|TRUST_BUILDING,"Agent 1 attempts coordination and soft sanctioning of Agent 2, Agent 2 offers a conditional commitment threshold while signaling cooperation, but Agent 0 defects by adding a cow while deflecting responsibility onto Agent 2's larger herd.",20260517_093349_full-gabm,full-gabm
10,6,COORDINATION|DEFECTION|NORM_PROPOSAL|SANCTION|TRUST_BUILDING,"Agents are actively negotiating a collective cap norm, with Agent 0 and Agent 2 showing cooperative restraint while Agent 1 undermines trust by adding to its herd even while proposing proportional limits.",20260517_093349_full-gabm,full-gabm
15,5,COORDINATION|DEFECTION|NORM_PROPOSAL|TRUST_BUILDING,"Agents are negotiating pasture-health thresholds as shared norms while two agents (0 and 2) continue incremental additions, revealing a tension between stated norm commitment and actual herding behaviour, particularly Agent 2 who adds while endorsing a restraint rule.",20260517_093349_full-gabm,full-gabm
20,3,COORDINATION|DEFECTION|NORM_PROPOSAL|SANCTION|TRUST_BUILDING,"Agent 1 attempts collective norm-setting and issues a veiled sanction threat against Agent 0's unilateral expansion, while both Agents 0 and 2 defect by adding cows despite a 0.0 payoff warning signal, undermining nascent coordination efforts.",20260517_093349_full-gabm,full-gabm
25,5,COORDINATION|DEFECTION|NORM_PROPOSAL|TRUST_BUILDING,"Agents 0 and 2 demonstrate restraint and coordination signals by holding herd sizes steady in response to zero payoffs, while Agent 1 defects from the informal hold-steady norm by adding a cow despite the group's expressed concern, though partially mitigating this by proposing a formal 90% pasture threshold as a collective trigger rule.",20260517_093349_full-gabm,full-gabm
30,5,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"Agents show moderate cooperative orientation with shared pasture monitoring and a threshold-based norm proposal from Agent 0, though Agents 0 and 2 are incrementally adding stock while Agent 1 holds steady, creating mild tension between stated sustainability goals and individual accumulation behavior.",20260517_093349_full-gabm,full-gabm
35,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents display strong institutional alignment, collectively referencing a shared 90% pasture recovery threshold as a binding norm while pledging continued restraint and signaling conditional future adjustments.",20260517_093349_full-gabm,full-gabm
40,9,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents display strong collective discipline, reinforcing a shared 90% pasture recovery threshold as a conditional rule before any extraction increase, demonstrating robust norm alignment and mutual trust.",20260517_093349_full-gabm,full-gabm
45,9,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents are demonstrating strong institutional cohesion by unanimously reaffirming a shared conservation norm (holding extraction, targeting 90% pasture recovery) and signaling mutual accountability and trust.",20260517_093349_full-gabm,full-gabm
50,9,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents demonstrate strong institutional cohesion, unanimously reaffirming a shared recovery norm (90% pasture threshold) and mutual accountability, with no defection signals present.",20260517_093349_full-gabm,full-gabm
55,9,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents display near-identical messaging, reinforcing a shared conditional norm (hold until 90% pasture recovery) and demonstrating strong mutual alignment and trust-building with no defection signals.",20260517_093349_full-gabm,full-gabm
60,9,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents display strong institutional cohesion, unanimously reaffirming a shared conservation norm (90% pasture threshold) and committing to collective restraint until recovery is achieved.",20260517_093349_full-gabm,full-gabm
65,9,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents display strong institutional cohesion, reaffirming a shared recovery threshold norm (90% pasture) and mutual commitment to collective restraint, with no defection signals present.",20260517_093349_full-gabm,full-gabm
70,9,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents exhibit strong institutional alignment, reaffirming a shared recovery threshold norm (90% pasture capacity) and mutual commitment to collective restraint, with near-identical messaging indicating high social cohesion and cooperative signaling.",20260517_093349_full-gabm,full-gabm
75,9,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents demonstrate strong institutional cohesion by unanimously reaffirming a shared 90% recovery threshold norm, coordinating a collective restraint strategy, and reinforcing mutual trust through identical messaging.",20260517_093349_full-gabm,full-gabm
80,9,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents display strong institutional cohesion, unanimously reaffirming a shared 90% pasture recovery threshold as a collective norm while signaling mutual alignment and commitment to cooperative restraint.",20260517_093349_full-gabm,full-gabm
85,8,COORDINATION|NORM_PROPOSAL,"All three agents are signaling strong collective action alignment, issuing coordinated norm proposals to sustain herd removal until the pasture recovers to a meaningful threshold, indicating high institutional coherence under crisis conditions.",20260517_093349_full-gabm,full-gabm
90,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents are in full alignment at a critically depleted pasture (0%), collectively proposing and reinforcing a zero-stocking norm while explicitly warning against misleading ADD forecasts, demonstrating strong cooperative discipline.",20260517_093349_full-gabm,full-gabm
5,6,COORDINATION|DEFECTION|NORM_PROPOSAL|TRUST_BUILDING,"Two agents maintain cooperative restraint and propose collective norms around a sustainable herd ceiling, while Agent 1 defects marginally by adding a cow but softens it with a conditional threshold norm and continued appeals to coordination.",20260517_095452_full-gabm,full-gabm
10,4,COORDINATION|DEFECTION|NORM_PROPOSAL|SANCTION|TRUST_BUILDING,"Agents 0 and 1 invoke prior commitments and apply social pressure on Agent 2 to reduce its outsized herd, while Agent 2 deflects accountability by reframing the call for reduction as a collective 'maintain or reduce slightly' norm, effectively defecting on its earlier pledge.",20260517_095452_full-gabm,full-gabm
15,6,COORDINATION|NORM_PROPOSAL|SANCTION|TRUST_BUILDING,"All three agents are adding to their herds while simultaneously proposing conditional thresholds and soft sanctions, reflecting a tension between individual opportunism and nascent collective rule-making around pasture health targets.",20260517_095452_full-gabm,full-gabm
20,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents demonstrate strong institutional alignment by proposing and endorsing a collective holding norm tied to a pasture health threshold, exhibiting classic Ostromian self-governance through conditional commitments and shared monitoring.",20260517_095452_full-gabm,full-gabm
25,6,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents are adding cows while collectively affirming a shared 94% pasture threshold as a conditional withdrawal norm, demonstrating coordinated incremental exploitation with embedded self-correction commitments.",20260517_095452_full-gabm,full-gabm
30,9,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents display strong collective restraint and norm reinforcement, unanimously agreeing to hold extraction levels until pasture health stabilizes above 95%, demonstrating mature institutional coordination.",20260517_095452_full-gabm,full-gabm
35,9,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents display strong institutional alignment, reaffirming a clear collective rule (hold until pasture exceeds 95%) and reinforcing mutual trust through consistent, transparent reporting of their own restraint.",20260517_095452_full-gabm,full-gabm
40,5,COORDINATION|DEFECTION|NORM_PROPOSAL|SANCTION|TRUST_BUILDING,"Agent 0 defects by adding a cow while offering a conditional norm, Agent 2 applies a soft sanction and reaffirms discipline, and Agent 1 reinforces collective restraint with a capacity-based norm proposal, indicating a stressed but partially functional governance regime.",20260517_095452_full-gabm,full-gabm
45,9,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents are converging on a shared conditional withdrawal threshold (93% pasture health), demonstrating strong norm crystallization, mutual commitment, and cooperative institutional behavior.",20260517_095452_full-gabm,full-gabm
50,5,COORDINATION|DEFECTION|NORM_PROPOSAL|TRUST_BUILDING,"Two agents incrementally defect by adding cows while invoking the shared 93% threshold norm as justification, while one agent holds firm and reinforces collective coordination, revealing a tension between norm compliance in rhetoric and opportunistic expansion in behavior.",20260517_095452_full-gabm,full-gabm
55,6,COORDINATION|DEFECTION|NORM_PROPOSAL|TRUST_BUILDING,"Coordination norms are active but partially undermined by Agent 0 unilaterally adding a cow while pasture hovers just above a shared threshold, while Agents 1 and 2 hold steady and reference collective recovery targets.",20260517_095452_full-gabm,full-gabm
60,9,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents demonstrate strong collective governance by unanimously holding extraction levels, referencing a shared 93% recovery threshold as a conditional rule, and reinforcing mutual patience and trust.",20260517_095452_full-gabm,full-gabm
65,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents demonstrate strong collective restraint and mutual accountability, maintaining a coordinated holding strategy while Agent 1 tentatively floats a norm proposal for further reductions to achieve the shared 93% recovery target.",20260517_095452_full-gabm,full-gabm
70,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents are actively engaged in cooperative resource management, reinforcing a shared 93% recovery target, acknowledging contributions, and proposing a sequential stabilization norm, indicating strong institutional coordination.",20260517_095452_full-gabm,full-gabm
75,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents display strong cooperative institutional behavior, explicitly proposing a stabilization equilibrium, acknowledging collective risk of overshooting, and committing to hold current herd sizes while monitoring pasture health.",20260517_095452_full-gabm,full-gabm
80,9,COORDINATION|TRUST_BUILDING,"All three agents display highly stable, mutually reinforcing cooperative messaging at round 80, confirming a robust and self-sustaining commons governance equilibrium with consistent herd sizes and near-pristine pasture health.",20260517_095452_full-gabm,full-gabm
85,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents demonstrate strong institutional alignment through unanimous commitment to collective restraint, data-informed reasoning about resource decline, and mutual reinforcement of a shared holding norm.",20260517_095452_full-gabm,full-gabm
90,9,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents exhibit strong institutional alignment, consistently referencing a shared 90% pasture threshold rule, committing to coordinated action, and reinforcing mutual trust through affirming language.",20260517_095452_full-gabm,full-gabm
95,7,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"Two agents incrementally expand herds while invoking a shared 90% pasture threshold norm, and the third exercises voluntary restraint to prevent simultaneous over-extraction, reflecting strong collective-action awareness.",20260517_095452_full-gabm,full-gabm
100,9,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents exhibit strong cooperative signaling at round 100, collectively reinforcing a restraint norm and celebrating successful resource recovery above 90%, reflecting mature self-governance consistent with Ostrom's principles.",20260517_095452_full-gabm,full-gabm
105,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents display strong cooperative signaling, holding extraction levels steady and explicitly invoking collective restraint and long-term coordination norms in response to a slight pasture decline.",20260517_095452_full-gabm,full-gabm
110,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents exhibit strong institutional alignment, reaffirming a collectively agreed threshold-based holding rule (90% pasture recovery) and signaling openness to adaptive rule revision if conditions worsen.",20260517_095452_full-gabm,full-gabm
115,7,COORDINATION|DEFECTION|NORM_PROPOSAL|TRUST_BUILDING,"Agents 1 and 2 maintain the hold agreement while Agent 0 unilaterally reduces by one cow, framing the deviation as pro-collective action; all three reinforce a shared threshold trigger at 85% for coordinated removal.",20260517_095452_full-gabm,full-gabm
120,9,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents display strong collective discipline, reinforcing a shared 90% pasture recovery norm, expressing mutual trust, and proposing cautious conditional expansion—hallmarks of mature Ostromian self-governance.",20260517_095452_full-gabm,full-gabm
5,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents are actively reinforcing cooperative norms around the 65% pasture threshold, with transparent herd disclosures, mutual acknowledgment, and collective proposals for measured or restrained growth.",20260517_102423_full-gabm,full-gabm
10,5,COORDINATION|DEFECTION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents add cows citing high pasture health and propose conditional reduction thresholds, but Agent 2 subtly defects from the emerging 85% norm by setting a more permissive 80% trigger, while coordination and trust-building language remains prominent across all messages.",20260517_102423_full-gabm,full-gabm
15,4,COORDINATION|DEFECTION|NORM_PROPOSAL|TRUST_BUILDING,"Agents 0 and 2 advocate collective restraint in response to zero payoffs, while Agent 1 defects by adding to their herd despite shared uncertainty, rationalizing the anomaly as a display error.",20260517_102423_full-gabm,full-gabm
20,5,COORDINATION|NORM_PROPOSAL|SANCTION|TRUST_BUILDING,"Agents are attempting collective coordination and norm-building around proportional reductions, while being destabilized by apparent payoff calculation anomalies that undermine the feedback loop necessary for effective commons governance.",20260517_102423_full-gabm,full-gabm
25,6,COORDINATION|NORM_PROPOSAL|SANCTION|TRUST_BUILDING,"All three agents are exhibiting collective concern over persistent zero payoffs despite healthy pasture conditions, with Agent 0 making a concrete norm proposal for coordinated reduction and Agents 1 and 2 signaling conditional willingness to cooperate, indicating nascent but fragile institutional formation.",20260517_102423_full-gabm,full-gabm
30,7,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents display cooperative stability and trust-building signals, with Agent 1 additionally proposing a coordinated herd-size norm (75–80 total), while collective puzzlement over zero payoffs fosters shared investigative dialogue rather than defection.",20260517_102423_full-gabm,full-gabm
35,5,COORDINATION|DEFECTION|NORM_PROPOSAL|SANCTION|TRUST_BUILDING,"Agents are converging on a collective threshold norm (~88 cows total) while Agent 1 defects marginally by adding despite zero payoffs, and Agents 0 and 2 attempt coordination and soft sanctioning to stabilize the commons.",20260517_102423_full-gabm,full-gabm
40,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents are actively coordinating a collective reduction effort in response to zero payoffs, proposing shared norms for herd reduction and signaling mutual commitment to restore the commons.",20260517_102423_full-gabm,full-gabm
45,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents demonstrate strong collective institutional behavior by coordinating around a shared herd target (~75 cows), restraining individual extraction, and proposing a collective 'wait-and-observe' norm while grassland recovers to 91%.",20260517_102423_full-gabm,full-gabm
50,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents exhibit strong cooperative signaling by voluntarily reducing herd sizes and proposing a coordinated diagnostic experiment to identify the payoff threshold, reflecting nascent collective rule-making under shared uncertainty.",20260517_102423_full-gabm,full-gabm
55,5,COORDINATION|DEFECTION|TRUST_BUILDING,"Two agents coordinate on restraint citing zero-payoff anomaly while Agent 2 unilaterally expands herd, partially undermining emerging collective norm but offering conditional deference.",20260517_102423_full-gabm,full-gabm
60,6,COORDINATION|NORM_PROPOSAL|SANCTION|TRUST_BUILDING,"All three agents recognize overgrazing signals (declining pasture, zero payoffs) and attempt collective stabilization, with Agent 2 also issuing a mild sanction against perceived defection by Agent 0.",20260517_102423_full-gabm,full-gabm
65,6,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"Agents are converging around a 25-cow-per-agent norm with explicit collective reasoning, though Agent 1 remains above target at 29 while invoking coordination language, suggesting partial compliance with the emerging institution.",20260517_102423_full-gabm,full-gabm
70,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents display strong institutional behavior through coordinated norm proposals around herd ceilings and pasture recovery targets, with explicit trust-building acknowledgments and conditional rule-setting reflecting mature commons governance.",20260517_102423_full-gabm,full-gabm
75,9,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents are exhibiting strong institutional alignment, cooperatively maintaining a collective herd cap of ~75 animals and proposing a shared norm to hold until the 95%+ pasture recovery threshold is reached before cautiously reassessing.",20260517_102423_full-gabm,full-gabm
80,9,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents demonstrate near-perfect institutional alignment, unanimously holding at 25 units, affirming a shared 95% pasture target, and proposing synchronized future adjustments — a textbook example of self-organized commons governance.",20260517_102423_full-gabm,full-gabm
85,5,COORDINATION|DEFECTION|NORM_PROPOSAL|TRUST_BUILDING,"Agent 0 defects from the agreed 95% threshold norm by adding early and attempting to reframe it as coordinated action, while Agents 1 and 2 maintain institutional discipline by reinforcing the shared norm and calling for synchronized restraint.",20260517_102423_full-gabm,full-gabm
90,9,COORDINATION|TRUST_BUILDING,"All three agents demonstrate strong institutional alignment by holding extraction levels, referencing a pre-existing agreement, and signaling readiness for a synchronized incremental increase contingent on a shared resource threshold being met.",20260517_102423_full-gabm,full-gabm
95,9,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents display strong institutional coherence, reaffirming a pre-established collective rule (wait for 95% pasture recovery before harvesting), signaling mutual compliance and imminent coordinated action.",20260517_102423_full-gabm,full-gabm
100,9,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents display strong cooperative alignment in the final round, referencing a shared quantitative target (95% pasture health), affirming mutual compliance, and reinforcing collective identity — hallmarks of mature Ostrom-style commons governance.",20260517_102423_full-gabm,full-gabm
105,9,COORDINATION|TRUST_BUILDING,"All three agents are reinforcing a shared conservation norm near the 95% recovery target, displaying strong mutual trust and coordinated restraint consistent with mature collective action.",20260517_102423_full-gabm,full-gabm
110,9,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents are exhibiting near-perfect institutional alignment, mutually reinforcing a shared 95% pasture recovery norm through coordinated restraint and positive social affirmation at the penultimate threshold.",20260517_102423_full-gabm,full-gabm
115,3,COORDINATION|DEFECTION|NORM_PROPOSAL|TRUST_BUILDING,"Agents 0 and 2 exploit a shared 92% threshold norm to justify continued adding while ostensibly committing to future restraint, creating a coordination failure as Agent 1 genuinely holds, revealing norm-gaming behavior masked as institutional compliance.",20260517_102423_full-gabm,full-gabm
120,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents are displaying strong institutional cohesion, collectively holding herd sizes stable in response to declining pasture health and zero payoffs, with a shared conditional threshold (92% pasture recovery) signaling an emergent collective rule.",20260517_102423_full-gabm,full-gabm
5,8.5,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,All three agents explicitly endorse a 20-cow commons governance norm with public commitment and good-faith signaling through unilateral restraint.,20260517_151330_full-gabm,full-gabm
10,9.1,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents demonstrate strong commitment to an emergent 20-cow ceiling norm, actively reinforcing collective restraint through explicit acknowledgment of the rule and its success in maintaining commons health.",20260517_151330_full-gabm,full-gabm
15,8.7,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents demonstrate strong institutional commitment through explicit norm proposals, quantified commons restoration metrics, and coordinated restraint signaling mutual accountability and collective prosperity framing.",20260517_151330_full-gabm,full-gabm
20,9.2,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents reinforce a sustainable cooperative norm by explicitly rejecting marginal defection gains, citing shared equilibrium success and collective discipline as the foundation for sustained institutional trust.",20260517_151330_full-gabm,full-gabm
25,6.2,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents invoke shared pasture health metrics to justify continued resource extraction, framing incremental additions as collectively monitored expansion rather than defection, while Agent 0 attempts norm-enforcement through reciprocal restraint.",20260517_151330_full-gabm,full-gabm
30,6.2,COORDINATION|DEFECTION|NORM_PROPOSAL|TRUST_BUILDING,"Agents 0 and 1 demonstrate strong institutional commitment to coordinated restraint with explicit thresholds, while Agent 2 defects through aggressive expansion despite affirming coordination rhetoric.",20260517_151330_full-gabm,full-gabm
35,8.7,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents reinforce shared norms of restraint and collective stewardship, signaling strong coordination around sustainable commons governance despite Agent 0's marginal herd increase.",20260517_151330_full-gabm,full-gabm
40,8.7,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents align on a binding collective commitment to maintain current herd sizes and restrain expansion, demonstrating strong norm emergence and conditional cooperation based on mutual restraint.",20260517_151330_full-gabm,full-gabm
45,9.1,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents unanimously reinforce established restraint norms, explicitly validate peer compliance, and commit to maintaining current sustainable allocation equilibrium through mutual recognition of collective benefit.",20260517_151330_full-gabm,full-gabm
50,6.5,COORDINATION|DEFECTION|NORM_PROPOSAL|TRUST_BUILDING,"Two agents reinforce collective restraint norms while one agent exploits the stable pasture condition through unilateral expansion, creating institutional tension between stated cooperation and revealed preferences.",20260517_151330_full-gabm,full-gabm
55,9.1,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents unanimously agree to hold current herd sizes (20–31 cows) to prevent grassland collapse, demonstrating strong coordination and collective restraint based on shared environmental monitoring.",20260517_151330_full-gabm,full-gabm
60,6.5,COORDINATION|DEFECTION|NORM_PROPOSAL|TRUST_BUILDING,Agents 0 and 2 reinforce mutual restraint norms while Agent 1 defects through resource expansion while free-riding on others' discipline.,20260517_151330_full-gabm,full-gabm
65,9.2,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents demonstrate convergence on binding herd-cap norms with explicit commitment language, mutual accountability signaling, and shared framing of commons sustainability.",20260517_151330_full-gabm,full-gabm
