run_id,condition,model,coop,mem,comm,initial_grass,neg_r,pos_r,fair_me,fair_oth,total_ticks,final_pool,final_herds,collapsed
20260518_220258_baseline,baseline,rule-based,1,5,True,100,0.5,1,0,1,121,0.0413,7.0/nan/nan,False
20260518_220300_baseline,baseline,rule-based,1,5,True,100,0.5,1,0,1,121,100.0,8.0/9.0/8.0,False
20260518_220302_baseline,baseline,rule-based,1,5,True,100,0.5,1,0,1,120,100.0,4.0/4.0/4.0,False
20260518_220303_baseline,baseline,rule-based,1,5,True,100,0.5,1,0,1,120,100.0,5.0/7.0/8.0,False
20260518_220347_baseline,baseline,rule-based,1,5,True,100,0.5,1,0,1,144,99.9,8.0/9.0/8.0,False
20260518_220408_baseline,baseline,rule-based,1,5,True,100,0.5,1,0,1,142,100.0,8.0/6.0/5.0,False
20260518_220409_baseline,baseline,rule-based,1,5,True,100,0.5,1,0,1,144,100.0,5.0/6.0/4.0,False
20260518_220410_baseline,baseline,rule-based,1,5,True,100,0.5,1,0,1,120,99.3,6.0/12.0/23.0,False
20260518_220411_baseline,baseline,rule-based,1,5,True,100,0.5,1,0,1,120,99.0,6.0/15.0/25.0,False
20260518_220413_baseline,baseline,rule-based,1,5,True,100,0.5,1,0,1,121,100.0,4.0/5.0/4.0,False
20260518_220432_baseline,baseline,rule-based,1,5,True,100,1,1,0,1,128,0.0,0.0/0.0/0.0,True
20260518_220435_baseline,baseline,rule-based,1,5,True,100,1,1,0,1,120,0.0,0.0/0.0/0.0,True
20260518_220459_baseline,baseline,rule-based,1,5,True,100,1,1,0,1,122,0.0,nan/nan/nan,True
20260518_220500_baseline,baseline,rule-based,1,5,True,100,1,1,0,1,131,0.0,0.0/0.0/0.0,True
20260518_220502_baseline,baseline,rule-based,1,5,True,100,1,1,0,1,123,0.0,0.0/0.0/0.0,True
20260518_220521_baseline,baseline,rule-based,1,5,True,100,1,1,0,1,149,99.2,5.0/14.0/24.0,False
20260518_220522_baseline,baseline,rule-based,1,5,True,100,1,1,0,1,120,0.0,0.0/0.0/0.0,True
20260518_220523_baseline,baseline,rule-based,1,5,True,100,1,1,0,1,120,0.0,0.0/0.0/0.0,True
20260518_220525_baseline,baseline,rule-based,1,5,True,100,1,1,0,1,120,0.0,0.0/0.0/0.0,True
20260518_220546_baseline,baseline,rule-based,1,5,True,100,1,1,0,1,120,0.0,0.0/0.0/0.0,True
20260518_220547_baseline,baseline,rule-based,1,5,True,100,1,1,0,1,120,0.0,0.0/0.0/0.0,True
20260518_220548_baseline,baseline,rule-based,1,5,True,100,1,1,0,1,120,99.0,6.0/16.0/24.0,False
20260518_220550_baseline,baseline,rule-based,1,5,True,100,1,1,0,1,135,0.0,0.0/0.0/0.0,True
20260518_220610_baseline,baseline,rule-based,1,5,True,100,1,1,0,1,120,99.2,5.0/14.0/25.0,False
20260518_220634_baseline,baseline,rule-based,1,5,True,50,0,1,0,1,120,100.0,3.0/3.0/3.0,False
20260518_220636_baseline,baseline,rule-based,1,5,True,50,0,1,0,1,120,100.0,4.0/4.0/4.0,False
20260518_220639_baseline,baseline,rule-based,1,5,True,50,0,1,0,1,120,100.0,3.0/3.0/3.0,False
20260518_220657_baseline,baseline,rule-based,1,5,True,50,0.25,1,0,1,122,100.0,3.0/3.0/3.0,False
20260518_220658_baseline,baseline,rule-based,1,5,True,50,0.25,1,0,1,120,100.0,3.0/3.0/3.0,False
20260518_220659_baseline,baseline,rule-based,1,5,True,50,0.25,1,0,1,120,100.0,3.0/3.0/3.0,False
20260518_220700_baseline,baseline,rule-based,1,5,True,50,0.25,1,0,1,121,,nan/nan/nan,False
20260518_220702_baseline,baseline,rule-based,1,5,True,50,0.25,1,0,1,120,100.0,3.0/3.0/3.0,False
20260518_220722_baseline,baseline,rule-based,1,5,True,50,0.5,1,0,1,123,100.0,5.0/5.0/6.0,False
20260518_220724_baseline,baseline,rule-based,1,5,True,50,0.5,1,0,1,120,100.0,5.0/5.0/6.0,False
20260518_220725_baseline,baseline,rule-based,1,5,True,50,0.5,1,0,1,122,99.8,8.0/10.0/10.0,False
20260518_220727_baseline,baseline,rule-based,1,5,True,50,0.5,1,0,1,121,,nan/nan/nan,False
20260518_220746_baseline,baseline,rule-based,1,5,True,50,0.75,1,0,1,120,100.0,3.0/3.0/4.0,False
20260518_220750_baseline,baseline,rule-based,1,5,True,50,0.75,1,0,1,121,,nan/nan/nan,False
20260518_220752_baseline,baseline,rule-based,1,5,True,50,0.75,1,0,1,120,99.2,15.0/14.0/15.0,False
20260518_220813_baseline,baseline,rule-based,1,5,True,50,1,1,0,1,122,0.0,0.0/0.0/0.0,True
20260518_220815_baseline,baseline,rule-based,1,5,True,50,1,1,0,1,120,0.0,0.0/0.0/0.0,True
20260518_220816_baseline,baseline,rule-based,1,5,True,50,1,1,0,1,120,0.0,0.0/0.0/0.0,True
20260518_220818_baseline,baseline,rule-based,1,5,True,50,1,1,0,1,120,0.0,0.0/0.0/0.0,True
20260518_220834_baseline,baseline,rule-based,1,5,True,75,0,1,0,1,120,100.0,3.0/3.0/3.0,False
20260518_220837_baseline,baseline,rule-based,1,5,True,75,0,1,0,1,120,100.0,3.0/3.0/3.0,False
20260518_220840_baseline,baseline,rule-based,1,5,True,75,0,1,0,1,120,100.0,3.0/3.0/3.0,False
20260518_220842_baseline,baseline,rule-based,1,5,True,75,0,1,0,1,120,100.0,3.0/3.0/3.0,False
20260518_220843_baseline,baseline,rule-based,1,5,True,75,0,1,0,1,120,100.0,3.0/3.0/3.0,False
20260518_220904_baseline,baseline,rule-based,1,5,True,75,0.25,1,0,1,120,100.0,4.0/4.0/4.0,False
20260518_220905_baseline,baseline,rule-based,1,5,True,75,0.25,1,0,1,120,100.0,3.0/3.0/3.0,False
20260518_220907_baseline,baseline,rule-based,1,5,True,75,0.25,1,0,1,120,100.0,5.0/5.0/5.0,False
20260518_220926_baseline,baseline,rule-based,1,5,True,75,0.5,1,0,1,120,100.0,3.0/4.0/10.0,False
20260518_220928_baseline,baseline,rule-based,1,5,True,75,0.5,1,0,1,120,99.7,12.0/10.0/11.0,False
20260518_220929_baseline,baseline,rule-based,1,5,True,75,0.5,1,0,1,123,100.0,4.0/5.0/4.0,False
20260518_220931_baseline,baseline,rule-based,1,5,True,75,0.5,1,0,1,120,100.0,6.0/6.0/6.0,False
20260518_220932_baseline,baseline,rule-based,1,5,True,75,0.5,1,0,1,120,100.0,3.0/4.0/3.0,False
20260518_220950_baseline,baseline,rule-based,1,5,True,75,0.75,1,0,1,120,100.0,5.0/5.0/4.0,False
20260518_220951_baseline,baseline,rule-based,1,5,True,75,0.75,1,0,1,121,13.0,4.0/4.0/nan,False
20260518_220955_baseline,baseline,rule-based,1,5,True,75,0.75,1,0,1,120,100.0,3.0/4.0/4.0,False
20260518_220957_baseline,baseline,rule-based,1,5,True,75,0.75,1,0,1,120,100.0,9.0/8.0/8.0,False
20260518_221023_baseline,baseline,rule-based,1,5,True,75,1,1,0,1,120,0.0,0.0/0.0/0.0,True
20260518_221042_baseline,baseline,rule-based,1,5,True,100,0,1,0,1,120,100.0,3.0/3.0/3.0,False
20260518_221045_baseline,baseline,rule-based,1,5,True,100,0,1,0,1,120,100.0,3.0/3.0/3.0,False
20260518_221046_baseline,baseline,rule-based,1,5,True,100,0,1,0,1,120,100.0,3.0/3.0/3.0,False
20260518_221048_baseline,baseline,rule-based,1,5,True,100,0,1,0,1,120,100.0,3.0/3.0/3.0,False
20260518_221107_baseline,baseline,rule-based,1,5,True,100,0.25,1,0,1,121,9.0,3.0/3.0/nan,False
20260518_221135_baseline,baseline,rule-based,1,5,True,100,0.5,1,0,1,120,100.0,7.0/7.0/7.0,False
20260518_221136_baseline,baseline,rule-based,1,5,True,100,0.5,1,0,1,120,99.3,16.0/16.0/11.0,False
20260518_221138_baseline,baseline,rule-based,1,5,True,100,0.5,1,0,1,121,6.0,nan/nan/nan,False
20260518_221202_baseline,baseline,rule-based,1,5,True,100,0.75,1,0,1,120,99.7,10.0/12.0/11.0,False
20260518_221203_baseline,baseline,rule-based,1,5,True,100,0.75,1,0,1,120,96.1,22.0/25.0/23.0,False
20260518_221205_baseline,baseline,rule-based,1,5,True,100,0.75,1,0,1,120,97.2,20.0/19.0/20.0,False
20260518_221225_baseline,baseline,rule-based,1,5,True,100,1,1,0,1,121,0.0,0.0/0.0/0.0,True
20260518_221228_baseline,baseline,rule-based,1,5,True,100,1,1,0,1,120,0.0,0.0/0.0/0.0,True
20260518_221229_baseline,baseline,rule-based,1,5,True,100,1,1,0,1,124,0.0,0.0/0.0/nan,True
20260518_221232_baseline,baseline,rule-based,1,5,True,100,1,1,0,1,120,0.0,0.0/0.0/0.0,True
20260519_063627_full-gabm,full-gabm,gemma4:e4b,0,5,True,100,0.5,1,0,1,107,0.0,23.0/33.0/41.0,True
20260519_132138_baseline,baseline,rule-based,0.5,5,True,100,0.5,0.5,0.5,0.5,56,0.0,0.0/0.0/0.0,True
20260519_132444_full-gabm,full-gabm,claude-haiku-4-5,1,5,True,100,0,1,0,1,8,98.2,15.0/15.0/25.0,False
20260519_183729_full-gabm,full-gabm,gemma4:e4b,0,5,True,100,0.5,1,0,1,99,0.0,17.0/24.0/24.0,True
20260520_053231_full-gabm,full-gabm,gemma4:e4b,0,5,True,100,0.5,1,0,1,77,0.0,9.0/20.0/26.0,True
20260520_145101_full-gabm,full-gabm,claude-haiku-4-5,0.5,5,True,50,0,0.5,0.5,0.5,2,54.1,7.0/17.0/27.0,False
20260520_145121_full-gabm,full-gabm,claude-haiku-4-5,0.5,5,True,50,0,0.5,0.5,0.5,1,52.9,5.0/15.0/25.0,False
20260520_202340_full-gabm,full-gabm,gpt-4o-mini,1,5,True,60,0,1,0,1,77,99.7,10.0/4.0/19.0,False
20260520_202848_full-gabm,full-gabm,gpt-4o-mini,1,0,True,60,0,1,0,1,120,100.0,2.0/7.0/7.0,False
20260520_204028_full-gabm,full-gabm,gpt-4o-mini,1,0,True,60,0,1,0,1,120,99.2,10.0/17.0/17.0,False
20260520_205355_full-gabm,full-gabm,gpt-4o-mini,1,0,True,60,0,1,0,1,120,99.4,9.0/11.0/21.0,False
20260520_211156_full-gabm,full-gabm,gpt-4o-mini,0.49,5,True,60,0,1,0,1,120,100.0,2.0/1.0/3.0,False
20260520_211439_full-gabm,full-gabm,gpt-5.5,1,0,True,60,0,1,0,1,90,99.8,10.0/10.0/10.0,False
20260520_212347_full-gabm,full-gabm,gpt-4o-mini,0.49,5,True,60,0,1,0,1,120,100.0,1.0/3.0/17.0,False
20260520_213607_baseline,baseline,rule-based,1,5,True,100,0,1,0,1,48,100.0,3.0/3.0/3.0,False
20260520_213608_baseline,baseline,rule-based,1,5,True,100,0,1,0,1,61,100.0,3.0/3.0/3.0,False
20260520_213629_full-gabm,full-gabm,gpt-4o-mini,0.49,5,True,60,0,1,0,1,120,100.0,1.0/0.0/1.0,False
20260520_213647_full-gabm,full-gabm,gpt-5.5,0.49,0,True,60,0,1,0,1,120,99.4,13.0/13.0/13.0,False
20260520_214151_full-gabm,full-gabm,gpt-5.5,0.49,0,True,60,0,1,0,0,120,98.0,14.0/19.0/24.0,False
20260520_220504_full-gabm,full-gabm,gpt-5.5,0.49,0,True,60,0,1,0,1,120,99.7,11.0/11.0/11.0,False
20260520_221440_full-gabm,full-gabm,gpt-5.5,0.49,0,True,60,0,1,0,0,120,98.2,13.0/17.0/25.0,False
20260520_223519_full-gabm,full-gabm,gpt-5.5,0.49,0,True,60,0,1,0,1,120,99.1,15.0/15.0/15.0,False
20260520_224741_full-gabm,full-gabm,gpt-5.5,0.49,0,True,60,0,1,0,0,62,98.8,8.0/15.0/25.0,False
20260520_235351_full-gabm,full-gabm,gemma4:e4b,0,5,True,100,0.5,1,0,1,97,4.5,25.0/35.0/40.0,False
20260521_104227_full-gabm,full-gabm,gemma4:e4b,0,5,True,100,0.5,1,0,1,88,0.3,22.0/34.0/39.0,False
20260521_125737_baseline,baseline,rule-based,1,5,True,100,0,1,0,1,120,100.0,3.0/3.0/3.0,False
20260521_125753_baseline,baseline,rule-based,1,5,True,100,0,1,0,1,121,100.0,3.0/3.0/3.0,False
20260521_125924_baseline,baseline,rule-based,1,5,True,100,0,1,0,1,120,100.0,3.0/3.0/3.0,False
20260521_130205_baseline,baseline,rule-based,1,5,True,100,0,1,0,1,57,0.0,0.0/0.0/0.0,True
20260521_130212_baseline,baseline,rule-based,1,5,True,100,0,1,0,1,120,100.0,3.0/3.0/3.0,False
20260521_130224_baseline,baseline,rule-based,1,5,True,100,0,1,0,1,32,0.0,0.0/0.0/0.0,True
20260521_130230_baseline,baseline,rule-based,1,5,True,100,0,1,0,1,120,100.0,3.0/3.0/3.0,False
20260521_130939_baseline,baseline,rule-based,1,5,True,100,0,1,0,1,120,100.0,3.0/3.0/3.0,False
20260521_132520_baseline,baseline,rule-based,0.42,5,True,100,0,1,0,0.42,120,100.0,3.0/3.0/3.0,False
20260521_132528_baseline,baseline,rule-based,0.42,5,True,100,0,1,0,0.42,120,99.8,4.0/4.0/4.0,False
20260521_203911_full-gabm,full-gabm,gemma4:e4b,0,5,True,100,0.5,1,0,1,102,0.0,9.0/10.0/16.0,True
20260522_075537_full-gabm,full-gabm,gemma4:e4b,0,5,True,100,0.5,1,0,1,120,5.4,25.0/31.0/42.0,False
20260522_210526_full-gabm,full-gabm,gemma4:e4b,0,5,True,100,0.5,1,0,1,97,4.8,23.0/35.0/40.0,False
20260523_131342_full-gabm,full-gabm,llama3.2:3b-instruct-q4_0,0,5,True,100,0.5,1,0,1,59,97.3,26.0/8.0/27.0,False
20260523_140157_full-gabm,full-gabm,llama3.2:3b-instruct-q4_0,0,5,True,100,0.5,1,0,1,120,13.8,43.0/5.0/50.0,False
20260523_152844_full-gabm,full-gabm,llama3.2:3b-instruct-q4_0,0,5,True,100,0.5,1,0,1,120,95.5,18.0/16.0/38.0,False
20260523_165449_full-gabm,full-gabm,llama3.2:3b-instruct-q4_0,0,5,True,100,0.5,1,0,1,120,97.9,28.0/2.0/27.0,False
20260523_182210_full-gabm,full-gabm,llama3.2:3b-instruct-q4_0,0,5,True,100,0.5,1,0,1,120,94.5,23.0/1.0/50.0,False
20260523_194816_full-gabm,full-gabm,llama3.2:3b-instruct-q4_0,0,5,True,100,0.5,1,0,1,120,96.7,38.0/0.0/27.0,False
20260523_211851_full-gabm,full-gabm,llama3.2:3b-instruct-q4_0,0,5,True,100,0.5,1,0,1,120,95.6,27.0/9.0/34.0,False
20260523_224837_full-gabm,full-gabm,llama3.2:3b-instruct-q4_0,0,5,True,100,0.5,1,0,1,120,96.3,10.0/21.0/36.0,False
20260524_001355_full-gabm,full-gabm,llama3.2:3b-instruct-q4_0,0,5,True,100,0.5,1,0,1,97,2.5,44.0/7.0/51.0,False
20260524_012144_full-gabm,full-gabm,llama3.2:3b-instruct-q4_0,0,5,True,100,0.5,1,0,1,120,98.3,23.0/3.0/29.0,False
20260524_024856_full-gabm,full-gabm,llama3.2:3b-instruct-q4_0,0,5,True,100,0.5,1,0,1,120,97.9,28.0/9.0/21.0,False
20260524_072929_full-gabm,full-gabm,deepseek-r1:32b,0,5,True,100,0.5,1,0,1,2,98.9,6.0/15.0/27.0,False
20260524_101112_full-gabm,full-gabm,llama3.2:3b-instruct-q4_0,0,5,True,100,0.5,1,0,1,3,99.4,5.0/12.0/23.0,False
20260524_102543_full-gabm,full-gabm,llama3:8b-instruct-q4_0,0,5,True,100,0.5,1,0,1,80,0.0,8.0/20.0/23.0,True
20260524_105726_full-gabm,full-gabm,gemma4:26b,0,5,True,100,0.5,1,0,1,102,0.0,28.0/30.0/28.0,True
20260524_131611_full-gabm,full-gabm,llama3:8b-instruct-q4_0,0,5,True,100,0.5,1,0,1,80,0.0,9.0/17.0/21.0,True
20260524_142844_full-gabm,full-gabm,qwen2.5:14b,0,5,True,100,0.5,1,0,1,120,96.8,8.0/25.0/30.0,False
20260524_150624_full-gabm,full-gabm,qwen2.5:14b,0,5,True,100,0.5,1,0,1,45,98.8,4.0/19.0/24.0,False
20260524_162433_full-gabm,full-gabm,qwen2.5:14b,0,5,True,100,0.5,1,0,1,120,95.8,20.0/20.0/29.0,False
20260524_163245_full-gabm,full-gabm,llama3:8b-instruct-q4_0,0,5,True,100,0.5,1,0,1,75,3.3,19.0/39.0/46.0,False
20260524_170145_full-gabm,full-gabm,qwen2.5:14b,0,5,True,100,0.5,1,0,1,105,98.4,8.0/21.0/23.0,False
20260524_194336_full-gabm,full-gabm,llama3:8b-instruct-q4_0,0,5,True,100,0.5,1,0,1,88,0.0,17.0/16.0/25.0,True
20260524_195008_full-gabm,full-gabm,qwen2.5:14b,0,5,True,100,0.5,1,0,1,98,98.9,5.0/19.0/24.0,False
20260524_201929_full-gabm,full-gabm,qwen2.5:14b,0,5,True,100,0.5,1,0,1,120,98.6,5.0/20.0/26.0,False
20260524_205349_full-gabm,full-gabm,qwen2.5:14b,0,5,True,100,0.5,1,0,1,120,99.2,5.0/20.0/19.0,False
20260524_212901_full-gabm,full-gabm,qwen2.5:14b,0,5,True,100,0.5,1,0,1,120,96.9,14.0/22.0/28.0,False
20260524_220455_full-gabm,full-gabm,qwen2.5:14b,0,5,True,100,0.5,1,0,1,120,98.7,9.0/19.0/22.0,False
20260524_224043_full-gabm,full-gabm,qwen2.5:14b,0,5,True,100,0.5,1,0,1,120,99.3,2.0/14.0/26.0,False
20260524_231535_full-gabm,full-gabm,qwen2.5:14b,0,5,True,100,0.5,1,0,1,15,98.8,7.0/17.0/24.0,False
20260524_232100_full-gabm,full-gabm,llama3:8b-instruct-q4_0,0,5,True,100,0.5,1,0,1,63,3.1,14.0/41.0/50.0,False
20260524_232116_full-gabm,full-gabm,qwen2.5:14b,0.5,5,True,100,0,1,0,1,120,99.4,2.0/9.0/28.0,False
20260524_235639_full-gabm,full-gabm,qwen2.5:14b,0.5,5,True,100,0,1,0,1,120,100.0,0.0/6.0/17.0,False
20260525_003158_full-gabm,full-gabm,qwen2.5:14b,0.5,5,True,100,0,1,0,1,120,99.4,3.0/22.0/14.0,False
20260525_010622_full-gabm,full-gabm,qwen2.5:14b,0.5,5,True,100,0,1,0,1,120,99.8,0.0/11.0/18.0,False
20260525_014208_full-gabm,full-gabm,qwen2.5:14b,0.5,5,True,100,0,1,0,1,120,99.8,3.0/10.0/16.0,False
20260525_015238_full-gabm,full-gabm,llama3:8b-instruct-q4_0,0,5,True,100,0.5,1,0,1,79,0.0,5.0/14.0/14.0,True
20260525_021715_full-gabm,full-gabm,qwen2.5:14b,0.5,5,True,100,0,1,0,1,120,99.7,3.0/15.0/16.0,False
20260525_025225_full-gabm,full-gabm,qwen2.5:14b,0.5,5,True,100,0,1,0,1,120,99.4,4.0/16.0/21.0,False
20260525_032651_full-gabm,full-gabm,qwen2.5:14b,0.5,5,True,100,0,1,0,1,120,99.3,1.0/18.0/22.0,False
20260525_040051_full-gabm,full-gabm,qwen2.5:14b,0.5,5,True,100,0,1,0,1,120,99.2,5.0/17.0/21.0,False
20260525_043559_full-gabm,full-gabm,qwen2.5:14b,0.5,5,True,100,0,1,0,1,120,99.4,5.0/15.0/19.0,False
20260525_045321_full-gabm,full-gabm,llama3:8b-instruct-q4_0,0,5,True,100,0.5,1,0,1,73,0.0,10.0/32.0/33.0,True
20260525_051103_full-gabm,full-gabm,qwen2.5:14b,0.5,5,True,100,0,1,0,1,120,99.6,0.0/17.0/18.0,False
20260525_054455_full-gabm,full-gabm,qwen2.5:14b,0.5,5,True,100,0,1,0,1,120,99.9,3.0/9.0/13.0,False
20260525_061933_full-gabm,full-gabm,qwen2.5:14b,0.5,5,True,100,0,1,0,1,120,99.9,5.0/9.0/14.0,False
20260525_065450_full-gabm,full-gabm,qwen2.5:14b,0.5,5,True,100,0,1,0,1,120,99.1,1.0/18.0/26.0,False
20260525_072932_full-gabm,full-gabm,qwen2.5:14b,0.5,5,True,100,0,1,0,1,50,99.3,4.0/15.0/23.0,False
20260525_074757_full-gabm,full-gabm,llama3:8b-instruct-q4_0,0,5,True,100,0.5,1,0,1,67,0.0,12.0/12.0/23.0,True
20260525_082314_full-gabm,full-gabm,qwen2.5:14b,1,5,True,100,0,1,0,1,120,99.4,2.0/14.0/25.0,False
20260525_085604_full-gabm,full-gabm,qwen2.5:14b,1,5,True,100,0,1,0,1,120,100.0,0.0/1.0/7.0,False
20260525_090803_full-gabm,full-gabm,gemma4:26b,0,5,True,100,0.5,1,0,1,5,98.4,9.0/19.0/25.0,False
20260525_092911_full-gabm,full-gabm,qwen2.5:14b,1,5,True,100,0,1,0,1,120,99.7,1.0/11.0/21.0,False
20260525_100302_full-gabm,full-gabm,qwen2.5:14b,1,5,True,100,0,1,0,1,118,100.0,1.0/0.0/13.0,False
20260525_103104_full-gabm,full-gabm,llama3:8b-instruct-q4_0,0,5,True,100,0.5,1,0,1,5,98.3,7.0/19.0/28.0,False
20260525_103621_full-gabm,full-gabm,qwen2.5:14b,1,5,True,100,0,1,0,1,35,99.6,4.0/11.0/19.0,False
